imdb_id,title,genres,tagline,overview
tt0117438,Ransom,"['Action', 'Thriller']",Someone is going to pay.,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals."
tt0116531,High School High,['Comedy'],A Dangerous Mind is a terrible thing to waste,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher."
tt0117332,Phat Beach,['Comedy'],Ain't nothin' but a g-string.,A hefty homeboy borrows his dad's Mercedes and goes to the beach with his friends for wild sun &amp; fun.
tt0116353,Foxfire,"['Action', 'Drama', 'Thriller']",It took them 17 years to learn the rules. And one week to break them all.,The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.
tt0115857,Chain Reaction,"['Action', 'Drama', 'Science Fiction', 'Thriller']",Reaction Time 8-4-96,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.
tt0117008,Matilda,"['Comedy', 'Family', 'Fantasy']",A little magic goes a long way.,"A grouchy couple are parents to a very sweet girl, Matilda. Unlike her bratty brother and mean parents, Matilda becomes a very sweet and extremely intelligent 6 year old girl, who is very keen to go to school and read books. After a while, her parents send her to school with the worst principal in the world, a very sweet teacher, and good friends. While trying to put up with her parents' and principal's cruelty, she starts to unwittingly unleash telekinetic powers, destroying a television and making a newt fly onto the principal. With enough practice, Matilda starts to learn to control her telekinetic powers and soon using them on her principal so she can drive her away from the school."
tt0116191,Emma,"['Drama', 'Comedy', 'Romance']",Cupid is armed and dangerous!,"Emma Woodhouse is a congenial young lady who delights in meddling in other peopleâs affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly."
tt0115986,The Crow: City of Angels,"['Action', 'Fantasy', 'Thriller']",Believe in the power of another,"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic."
tt0116571,House Arrest,"['Comedy', 'Family']",There's More Than One Way To Keep A Marriage Together...,"High-schooler Grover Beindorf and his younger sister Stacy decide that their parents, Janet and Ned, are acting childishly when they decide to divorce after 18 years of marriage, so they lock them up in the basement until they'll sort out their problems. Their school friends also decide to do the same with their parents to solve their respective problems"
tt0117718,The Spitfire Grill,"['Comedy', 'Drama']","To a town with no future, comes a girl with a past.","Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others."
tt0116225,Escape from L.A.,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Snake Is Back.,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day."
tt0115632,Basquiat,"['Drama', 'History']","In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.","Director Julian Schnabel illustrates the portrait of his friend, the first African-American Pop artist Jean-Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Alongside the biography of Basquiat are the artists and the art scene from early 1980âs New York."
tt0117918,Tin Cup,"['Comedy', 'Drama', 'Romance']",Golf Pro. Love Amateur.,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.
tt0104109,Dingo,"['Drama', 'Music']",Truth is magic...It makes dreams come true.,"Young John Anderson is captivated by jazz musician, Billy Cross when he performs on the remote airstrip of his Western Australian outback hometown after his plane is diverted. Years later, now a family man and making a meagre living tracking dingoes and playing trumpet in a local band, John still dreams of joining Billy on trumpet and makes a pilgrimage to Paris."
tt0068646,The Godfather,"['Drama', 'Crime']",An offer you can't refuse.,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge."
tt0104558,Police Story 3: Supercop,"['Action', 'Crime', 'Thriller']","There's never a cop around when you need one, but when this cop's around, all you need is one.",A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.
tt0114474,Small Faces,[],You are now entering Tongland,"Three teenage brothers, gang-member Bobby, troubled mama's boy Alan and self-assured prankster Lex, reside in a downtrodden section of Glasgow, Scotland, circa 1968. But while Bobby and Alan are beginning to experience the power of raging hormones, the story focuses on Lex, who begins a downward spiral after he accidentally shoots the leader of Bobby's gang. Lex's cockiness and immaturity unfortunately prevent him from understanding the effect his subsequent crimes will have on both himself, and on those around him."
tt0115736,Bound,"['Crime', 'Drama', 'Romance', 'Thriller']","In their world, you can't buy freedom, but you can steal it.","Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser."
tt0115836,Carpool,"['Comedy', 'Family']",A dad in a hurry. A man on the run. And five kids with an attitude.,"A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner."
